"X7_CAMPO","X7_SEQUENC","X7_REGRA","X7_CDOMIN","X7_TIPO","X7_SEEK","X7_ALIAS","X7_ORDEM","X7_CHAVE","X7_CONDIC","X7_PROPRI"
"QUA_MOTAUD","001","Tabela(""QE"",M->QUA_MOTAUD)","QUA_DSCMOT","P","N","","0","","","S"
"QUB_AUDLID","001","Posicione(""QAA"",1,M->QUB_FILMAT+M->QUB_AUDLID,""QAA_NOME"")","QUB_NOMAUD","P","N","","0","","","S"
"QUB_CODFOR","001","Posicione(""SA2"",1,xFilial(""SA2"")+M->QUB_CODFOR+M->QUB_LOJA,""A2_NOME"")","QUB_NOMEFO","P","N","","0","","","S"
"QUB_LOJA","001","Posicione(""SA2"",1,xFilial(""SA2"")+M->QUB_CODFOR+M->QUB_LOJA,""A2_NOME"")","QUB_NOMEFO","P","N","","0","","","S"
"QUB_MOTAUD","001","Tabela(""QE"",M->QUB_MOTAUD)","QUB_DSCMOT","P","N","","0","","","S"
"QUC_CODAUD","001","QAA->QAA_NOME","QUC_NOMAUD","P","S","QAA","1","oGetAudit:aCols[n,nPosFilAud]+M->QUC_CODAUD","","S"
"QUC_CODAUD","002","QAA->QAA_EMAIL","QUC_EMAIL","P","N","","0","","","S"
"QUE_CHKITE","001","Q120NexQst(3)","QUE_QSTITE","P","N","","0","","INCLUI","S"
"QUE_CHKLST","001","Q120NexQst(3)","QUE_QSTITE","P","N","","0","","INCLUI","S"
"QUF_REVIS","001","POSICIONE(""QU2"",1,xFilial(""QU2"")+M->QUF_CHKLST+M->QUF_REVIS,""QU2_DESCRI"")","QUF_DESCRI","P","N","","0","","","S"
"QUI_USERNA","001","QU5->QU5_EMAIL","QUI_EMAIL","P","","","0","","","S"
"QUI_USERNA","002","QU5->QU5_NOME","QUI_NOME","P","","","0","","","S"
"QUJ_CHKLST","001","QADCKLSTVIG(M->QUJ_CHKLST)","QUJ_REVIS","P","N","","0","","","S"
"QUJ_CHKLST","002","Posicione(""QU2"",1, xFilial(""QU2"")+M->QUJ_CHKLST+M->QUJ_REVIS,""QU2_DESCRI"")","QUJ_DESCRI","P","N","","0","","","S"
"QUM_CODAUD","001","QAA->QAA_NOME","QUM_NOMAUD","P","S","QAA","1","M->QUM_FILMAT+M->QUM_CODAUD","","S"
"RA0_FORNEC","001","SA2->A2_NOME","RA0_DESC","P","S","RA0","1","xFilial(""SA2"")+M->RA0_FORNEC","","S"
"RA0_FORNEC","002","SA2->A2_END","RA0_ENDERE","P","S","RA0","1","xFilial(""SA2"")+M->RA0_FORNEC","","S"
"RA0_FORNEC","003","SA2->A2_BAIRRO","RA0_BAIRRO","P","S","RA0","1","xFilial(""SA2"")+M->RA0_FORNEC","","S"
"RA0_FORNEC","004","SA2->A2_MUN","RA0_CIDADE","P","S","RA0","1","xFilial(""SA2"")+M->RA0_FORNEC","","S"
"RA0_FORNEC","005","SA2->A2_EST","RA0_ESTADO","P","S","RA0","1","xFilial(""SA2"")+M->RA0_FORNEC","","S"
"RA0_FORNEC","006","SA2->A2_CEP","RA0_CEP","P","S","RA0","1","xFilial(""SA2"")+M->RA0_FORNEC","","S"
"RA0_FORNEC","007","SA2->A2_TEL","RA0_FONE","P","S","RA0","1","xFilial(""SA2"")+M->RA0_FORNEC","","S"
"RA0_FORNEC","008","SA2->A2_CONTATO","RA0_CONTAT","P","S","RA0","1","xFilial(""SA2"")+M->RA0_FORNEC","","S"
"RA0_FORNEC","009","SA2->A2_CGC","RA0_CGC","P","S","RA0","1","xFilial(""SA2"")+M->RA0_FORNEC","","S"
"RA7_MAT","001","SRA->RA_NOME","RA7_NOME","P","S","SRA","1","xFilial(""SRA"")+M->RA7_MAT","","S"
"RA7_MAT","002","SRA->RA_ENDEREC","RA7_ENDERE","P","S","SRA","1","xFilial(""SRA"")+M->RA7_MAT","","S"
"RA7_MAT","003","SRA->RA_COMPLEM","RA7_COMPLE","P","S","SRA","1","xFilial(""SRA"")+M->RA7_MAT","","S"
"RA7_MAT","004","SRA->RA_BAIRRO","RA7_BAIRRO","P","S","SRA","1","xFilial(""SRA"")+M->RA7_MAT","","S"
"RA7_MAT","005","SRA->RA_MUNICIP","RA7_MUNICI","P","S","SRA","1","xFilial(""SRA"")+M->RA7_MAT","","S"
"RA7_MAT","006","SRA->RA_ESTADO","RA7_ESTADO","P","S","SRA","1","xFilial(""SRA"")+M->RA7_MAT","","S"
"RA7_MAT","007","SRA->RA_CEP","RA7_CEP","P","S","SRA","1","xFilial(""SRA"")+M->RA7_MAT","","S"
"RA7_MAT","008","SRA->RA_TELEFON","RA7_TELEFO","P","S","SRA","1","xFilial(""SRA"")+M->RA7_MAT","","S"
"RA7_MAT","009","SRA->RA_EMAIL","RA7_EMAIL","P","S","SRA","1","xFilial(""SRA"")+M->RA7_MAT","","S"
"RA8_CURSO","001","Tr130Horas()","RA8_HORAS","P","","","0","","","S"
"RA8_NFUNC","001","Tr130ValCur()","RA8_VALOR","P","","","0","","","S"
"RA_ADMISSA","001","M->RA_OPCAO := M->RA_ADMISSA","RA_OPCAO","P","N","","0","","","S"
"RA_CARGO","001","M->RA_DCARGO := SQ3->Q3_DESCSUM","RA_DCARGO","P","S","SQ3","1","xFilial(""SQ3"")+M->RA_CARGO","","S"
"RA_CC","001","M->RA_DESCCC := SI3->I3_DESC","RA_DESCCC","P","S","SI3","1","xFilial(""SI3"")+M->RA_CC","","S"
"RA_CIC","001","N12->N12_NOME","RA_NOME","P","S","N12","1","XFILIAL(""N12"")+M->RA_CIC","GETNEWPAR(""MV_SIGAGSP"",""0"") == ""1""","S"
"RA_CIC","002","N12->N12_END","RA_ENDEREC","P","N","","0","","GETNEWPAR(""MV_SIGAGSP"",""0"") == ""1""","S"
"RA_CIC","003","N12->N12_BAIRRO","RA_BAIRRO","P","N","","0","","GETNEWPAR(""MV_SIGAGSP"",""0"") == ""1""","S"
"RA_CIC","004","N12->N12_MUN","RA_MUNICIP","P","N","","0","","GETNEWPAR(""MV_SIGAGSP"",""0"") == ""1""","S"
"RA_CIC","005","N12->N12_EST","RA_ESTADO","P","N","","0","","GETNEWPAR(""MV_SIGAGSP"",""0"") == ""1""","S"
"RA_CIC","006","N12->N12_CEP","RA_CEP","P","N","","0","","GETNEWPAR(""MV_SIGAGSP"",""0"") == ""1""","S"
"RA_CIC","007","N12->N12_EMAIL","RA_EMAIL","P","N","","0","","GETNEWPAR(""MV_SIGAGSP"",""0"") == ""1""","S"
"RA_CODFUNC","001","Iif( Inclui .Or. cAltSal = ""S"" , SRJ->RJ_SALARIO , SRA->RA_SALARIO )","RA_SALARIO","P","S","SRJ","1","xFilial(""SRJ"")+M->RA_CODFUNC","Left(cModulo,1)<>""Q""","S"
"RA_CODFUNC","002","Iif( Inclui .Or. cAltSal = ""S"" , SRJ->RJ_CBO     , SRA->RA_CBO )","RA_CBO","P","S","SRJ","1","xFilial(""SRJ"")+M->RA_CODFUNC","Left(cModulo,1)<>""Q""","S"
"RA_CODFUNC","003","M->RA_DESCFUN := SRJ->RJ_DESC","RA_DESCFUN","P","S","SRJ","1","xFilial(""SRJ"")+M->RA_CODFUNC","","S"
"RA_CODFUNC","004","M->RA_CARGO := SRJ->RJ_CARGO","RA_CARGO","P","S","SRJ","1","xFilial(""SRJ"")+M->RA_CODFUNC","","S"
"RA_CODFUNC","005","M->RA_DCARGO := SQ3->Q3_DESCSUM","RA_DCARGO","P","S","SQ3","1","xFilial(""SQ3"")+M->RA_CARGO","","S"
"RA_CODFUNC","006","Iif( Inclui .Or. cAltSal = ""S"" , SRJ->RJ_CODCBO     , SRA->RA_CODCBO )","RA_CODCBO","P","S","SRJ","1","xFilial(""SRJ"")+M->RA_CODFUNC","Left(cModulo,1)<>""Q""","S"
"RA_GRINRAI","001","M->RA_DESCGIN := SUBS(SX5->X5_DESCRI,1,50)","RA_DESCGIN","P","S","SX5","1","xFilial(""SX5"")+""26""+M->RA_GRINRAI","","S"
"RA_HRSMES","001","M->RA_HRSMES / 5","RA_HRSEMAN","P","N","","0","","","S"
"RA_NACIONA","001","If(M->RA_NACIONA=""10"",""00"",Right(Str(Year(dDataBase),4),2))","RA_ANOCHEG","P","N","","0","","","S"
"RA_SINDICA","001","M->RA_DESCSIN := RCE->RCE_DESCRI","RA_DESCSIN","P","S","RCE","1","xFilial(""RCE"")+M->RA_SINDICA","","S"
"RA_TNOTRAB","001","M->RA_DESCTUR := SR6->R6_DESC","RA_DESCTUR","P","S","SR6","1","xFilial(""SR6"")+M->RA_TNOTRAB","","S"
"RB0_ATIVID","001","M->RB0_DESCAT := SUBSTR(SX5->X5_DESCRI,1,30)","RB0_DESCAT","P","S","SX5","1","xFilial(""SX5"")+""RD""+M->RB0_ATIVID","","S"
"RB0_FATURA","001","M->RB0_DESCFA := SUBSTR(SX5->X5_DESCRI,1,30)","RB0_DESCFA","P","S","SX5","1","xFilial(""SX5"")+""RE""+M->RB0_FATURA","","S"
"RB0_REGIAO","001","M->RB0_DESCRE := SUBSTR(SX5->X5_DESCRI,1,30)","RB0_DESCRE","P","S","SX5","1","xFilial(""SX5"")+""RC""+M->RB0_REGIAO","","S"
"RB1_INDICE","001","M->RB1_DESCIN := RB3->RB3_DESCRI","RB1_DESCIN","P","S","RB3","1","xFilial(""RB3"")+M->RB1_INDICE","","S"
"RB7_PERCEN","001","Cs080SX7()","RB7_SALARI","P","N","","0","","","S"
"RBA_CC","001","M->RBA_DESCCC := SI3->I3_DESC","RBA_DESCCC","P","S","SI3","1","xFilial(""SI3"")+M->RBA_CC","","S"
"RBA_DEPTO","001","M->RBA_DDEPTO := SQB->QB_DESCRIC","RBA_DDEPTO","P","S","SQB","1","xFilial(""SQB"")+M->RBA_DEPTO","","S"
"RBA_MAT","001","M->RBA_NOME   := SRA->RA_NOME","RBA_NOME","P","S","SRA","1","xFilial(""SRA"")+M->RBA_MAT","","S"
"RBA_MAT","002","M->RBA_EMAIL  := SRA->RA_EMAIL","RBA_EMAIL","P","S","SRA","1","xFilial(""SRA"")+M->RBA_MAT","","S"
"RBA_MAT","003","M->RBA_CC     := SRA->RA_CC","RBA_CC","P","S","SRA","1","xFilial(""SRA"")+M->RBA_MAT","","S"
"RBA_MAT","004","M->RBA_DESCC  := SI3->I3_DESC","RBA_DESCCC","P","S","SI3","1","xFilial(""SI3"")+M->RBA_CC","","S"
"RBG_ESCALA","001","M->RBG_DESCAL := RBK->RBK_DESCRI","RBG_DESCAL","P","S","RBK","1","xFilial(""RBK"")+M->RBG_ESCALA","","S"
"RBG_IMPORT","001","M->RBG_DIMPOR := RBK->RBK_DESCRI","RBG_DIMPOR","P","S","RBK","1","xFilial(""RBK"")+M->RBG_IMPORT","","S"
"RBH_CODCOM","001","M->RBH_ITECOM := """"","RBH_ITECOM","P","N","","0","","","S"
"RBH_CODCOM","002","M->RBH_HABIL := """"","RBH_HABIL","P","N","","0","","","S"
"RBH_CODCOM","003","M->RBH_ESCALA := """"","RBH_ESCALA","P","N","","0","","","S"
"RBH_CODCOM","004","M->RBH_IMPORT := """"","RBH_IMPORT","P","N","","0","","","S"
"RBH_CODCOM","005","M->RBH_DHABIL := """"","RBH_DHABIL","P","N","","0","","","S"
"RBH_CODCOM","006","M->RBH_ITESCA := """"","RBH_ITESCA","P","N","","0","","","S"
"RBH_CODCOM","007","M->RBH_ITIMPO := """"","RBH_ITIMPO","P","N","","0","","","S"
"RBH_CODCOM","008","M->RBH_DITESC := """"","RBH_DITESC","P","N","","0","","","S"
"RBH_CODCOM","009","M->RBH_DITIMP := """"","RBH_DITIMP","P","N","","0","","","S"
"RBH_CODCOM","010","M->RBH_DESCAL := """"","RBH_DESCAL","P","N","","0","","","S"
"RBH_CODCOM","011","M->RBH_DIMPOR := """"","RBH_DIMPOR","P","N","","0","","","S"
"RBH_CODCOM","012","M->RBH_DITCOM := RD2->RD2_DESC","RBH_DITCOM","P","S","RD2","1","xFilial(""RD2"")+M->RBH_CODCOM+M->RBH_ITECOM","","S"
"RBH_CODCOM","013","M->RBH_DCDCOM := RDM->RDM_DESC","RBH_DCDCOM","P","S","RDM","1","xFilial(""RDM"")+M->RBH_CODCOM","","S"
"RBH_ITECOM","001","M->RBH_HABIL := RBJ->RBJ_HABIL","RBH_HABIL","P","S","RBJ","1","xFilial(""RBJ"")+M->RBH_CODCOM+M->RBH_ITECOM","","S"
"RBH_ITECOM","002","M->RBH_ESCALA := RBG->RBG_ESCALA","RBH_ESCALA","P","S","RBG","1","xFilial(""RBG"")+M->RBH_HABIL","","S"
"RBH_ITECOM","003","M->RBH_IMPORT := RBG->RBG_IMPORT","RBH_IMPORT","P","S","RBG","1","xFilial(""RBG"")+M->RBH_HABIL","","S"
"RBH_ITECOM","004","M->RBH_DHABIL := RBG->RBG_DESC","RBH_DHABIL","P","S","RBG","1","xFilial(""RBG"")+M->RBH_HABIL","","S"
"RBH_ITECOM","005","M->RBH_ITESCA := """"","RBH_ITESCA","P","N","","0","","","S"
"RBH_ITECOM","006","M->RBH_ITIMPO := """"","RBH_ITIMPO","P","N","","0","","","S"
"RBH_ITECOM","007","M->RBH_DITESC := """"","RBH_DITESC","P","N","","0","","","S"
"RBH_ITECOM","008","M->RBH_DITIMP := """"","RBH_DITIMP","P","N","","0","","","S"
"RBH_ITECOM","009","M->RBH_DESCAL := RBK->RBK_DESCRI","RBH_DESCAL","P","S","RBK","1","xFilial(""RBK"")+M->RBH_ESCALA","","S"
"RBH_ITECOM","010","M->RBH_DIMPOR := RBK->RBK_DESCRI","RBH_DIMPOR","P","S","RBK","1","xFilial(""RBK"")+M->RBH_IMPORT","","S"
"RBH_ITESCA","001","M->RBH_DITESC := RBL->RBL_DESCRI","RBH_DITESC","P","S","RBL","1","xFilial(""RBL"")+M->RBH_ESCALA+M->RBH_ITESCA","","S"
"RBH_ITIMPO","001","M->RBH_DITIMP := RBL->RBL_DESCRI","RBH_DITIMP","P","S","RBL","1","xFilial(""RBL"")+M->RBH_IMPORT+M->RBH_ITIMPO","","S"
"RBI_HABIL","001","M->RBI_DHABIL := RBG->RBG_DESC","RBI_DHABIL","P","S","RBG","1","xFilial(""RBG"")+M->RBI_HABIL","","S"
"RBI_HABIL","002","M->RBI_ESCALA := RBG->RBG_ESCALA","RBI_ESCALA","P","S","RBG","1","xFilial(""RBG"")+M->RBI_HABIL","","S"
"RBI_HABIL","003","M->RBI_ITESCA := """"","RBI_ITESCA","P","N","","0","","","S"
"RBI_HABIL","004","M->RBI_DESCIT := """"","RBI_DESCIT","P","N","","0","","","S"
"RBI_HABIL","005","M->RBI_DESCAL := RBK->RBK_DESCRI","RBI_DESCAL","P","S","RBK","1","xFilial(""RBK"")+M->RBI_ESCALA","","S"
"RBI_ITESCA","001","M->RBI_DESCIT := RBL->RBL_DESCRI","RBI_DESCIT","P","S","RBL","1","xFilial(""RBL"")+M->RBI_ESCALA+M->RBI_ITESCA","","S"
"RBJ_HABIL","001","M->RBJ_DHABIL := RBG->RBG_DESC","RBJ_DHABIL","P","S","RBG","1","xFilial(""RBG"")+M->RBJ_HABIL","","S"
"RBJ_HABIL","002","M->RBJ_ESCALA := RBG->RBG_ESCALA","RBJ_ESCALA","P","S","RBG","1","xFilial(""RBG"")+M->RBJ_HABIL","","S"
"RBJ_HABIL","003","M->RBJ_DESCAL := RBK->RBK_DESCRI","RBJ_DESCAL","P","S","RBK","1","xFilial(""RBK"")+M->RBJ_ESCALA","","S"
"RBJ_HABIL","004","M->RBJ_IMPORT := RBG->RBG_IMPORT","RBJ_IMPORT","P","S","RBG","1","xFilial(""RBG"")+M->RBJ_HABIL","","S"
"RBJ_HABIL","005","M->RBJ_DIMPOR := RBK->RBK_DESCRI","RBJ_DIMPOR","P","S","RBK","1","xFilial(""RBK"")+M->RBJ_IMPORT","","S"
"RBM_CODCOM","001","M->RBM_DESCOM := RDM->RDM_DESC","RDM_DESC","P","S","RDM","1","xFilial(""RDM"")+M->RBM_CODCOM","","S"
"RC1_TPDESP","001","RE5->RE5_DESCR","RC1_TPDESC","P","S","RC1","1","xFilial(""RE5"")+""RC1""+M->RC1_TPDESP","","S"
"RC_MAT","001","If(M->RC_TIPO1 == "" "" , M->RC_TIPO1 := SRV->RV_TIPO , M->RC_TIPO1)","RC_TIPO1","P","N","","0","","","S"
"RC_PD","001","If(M->RC_TIPO1 == "" "" , M->RC_TIPO1 := SRV->RV_TIPO , M->RC_TIPO1)","RC_TIPO1","P","S","SRV","1","xFilial(""SRV"") + M->RC_PD","","S"
"RC_QTDSEM","001","MIN(ROUND(M->RC_QTDSEM * fParProf(""RCE_NROSEM""), 2), 999.99)","RC_HORAS","P","N","","0","","","S"
"RD0_CC","001","M->RD0_DESCCC :=  IF( !CtbInUse(),  SI3->I3_DESC , CTT->CTT_DESC01 )","RD0_DESCCC","P","N","RD0","1","xFilial(IF(!CtbInUse(),""SI3"",""CTT"")) + M->RD0_CC","","S"
"RD0_DTADMI","001","RD0SX7PASS(M->RD0_DTNASC,M->RD0_DTADMI,M->RD0_CIC,M->RD0_SENHA)","RD0_SENHA","P","N","","0","","","S"
"RD0_IDENT","001","M->RD0_IDESCR := RE8->RE8_IDESCR","RD0_IDESCR","P","S","RE8","1","xFilial(""RD0"")+M->RD0_IDENT","","S"
"RD_QTDSEM","001","MIN(ROUND(M->RD_QTDSEM * fParProf(""RCE_NROSEM""), 2), 999.99)","RD_HORAS","P","N","","0","","","S"
"RE0_CODCLI","001","M->RE0_RAZSOC := SA1->A1_NOME","RE0_RAZSOC","P","S","SA1","1","xFilial(""SA1"")+M->RE0_CODCLI+M->RE0_LOJA","","S"
"RE0_CODFOR","001","M->RE0_RZSCFO := SA2->A2_NOME","RE0_RZSCFO","P","S","SA2","1","xFilial(""SA2"")+M->RE0_CODFOR+M->RE0_LOJFOR","","S"
"RE0_CODSIN","001","M->RE0_SINDES := RCE->RCE_DESCRI","RE0_SINDES","P","S","RCE","1","xFilial(""RCE"")+M->RE0_CODSIN","","S"
"RE0_COMAR","001","M->RE0_CONOME := REC->REC_NOME","RE0_CONOME","P","S","REC","1","xFilial(""REC"")+M->RE0_COMAR","","S"
"RE0_COMAR","002","M->RE0_REDESC := RER->RER_DESCR","RE0_REDESC","P","S","RER","1","xFilial(""RER"")+FDesc(""REC"",M->RE0_COMAR,""REC_REGIAO"")","","S"
"RE0_DTPROC","001","YEAR(M->RE0_DTPROC)","RE0_ANO","P","S","RE0","1","xFilial(""RE0"")+M->RE0_NUM","","S"
"RE0_FASECD","001","M->RE0_FASEDS := RE5->RE5_DESCR","RE5_DESCR","P","S","","0","xFilial(""RE5"")+""REF""+M->RE0_FASECD","","S"
"RE0_FUNASS","001","SRA->RA_DEMISSA","RE0_DESLIG","P","S","SRA","1","xFilial(""SRA"")+M->RE0_FUNASS","","S"
"RE0_IDT","001","M->RE0_VLRCOR := ((M->RE0_VLRCSA * M->RE0_IDT / 100) + M->RE0_VLRCSA)","RE0_VLRCOR","P","S","RE0","1","xFilial(""RE0"")+M->RE0_NUM","","S"
"RE0_LOJA","001","M->RE0_RAZSOC := SA1->A1_NOME","RE0_RAZSOC","P","S","SA1","1","xFilial(""SA1"")+M->RE0_CODCLI+M->RE0_LOJA","","S"
"RE0_LOJFOR","001","M->RE0_RZSCFO := SA2->A2_NOME","RE0_RZSCFO","P","S","SA2","1","xFilial(""SA2"")+M->RE0_CODFOR+M->RE0_LOJFOR","","S"
"RE0_PROGN","001","M->RE0_PRDESC := RE5->RE5_DESCR","RE0_PRDESC","P","S","RE5","1","xFilial(""RE5"")+""RE0""+M->RE0_PROGN","","S"
"RE0_PSTPRT","001","M->RE0_PSTDES := REE->REE_NOME","RE0_PSTDES","P","S","REE","1","xFilial(""REE"")+M->RE0_PSTPRT","","S"
"RE0_RECLAM","001","RD0->RD0_NOME","RE0_RECNOM","P","S","RD0","1","xFilial(""RD0"")+M->RE0_RECLAM","M->RE0_TPACAO == ""1""","S"
"RE0_RECLAM","002","EntGetInfo(""SRA"",""RA_MAT"",M->RE0_RECLAM)","RE0_FUNASS","P","S","SRA","1","xFilial(""RE0"")+M->RE0_RECLAM","M->RE0_TPACAO == ""1""","S"
"RE0_RECLAM","003","EntGetInfo(""SRA"",""RA_DEMISSA"",M->RE0_RECLAM)","RE0_DESLIG","P","S","SRA","1","xFilial(""SRA"")+M->RE0_RECLAM","M->RE0_TPACAO == ""1""","S"
"RE0_TPACAO","001","M->RE0_RECLAM := ""VARIOS""","RE0_RECLAM","P","N","","0","","RE0->RE0_TPACAO <> ""1""","S"
"RE0_TPACAO","002","M->RE0_RECNOM := ""VARIOS""","RE0_RECNOM","P","N","","0","","M->RE0_TPACAO <> ""1""","S"
"RE0_TPACAO","003","M->RE0_RECLAM := fDesc(""REL"",M->RE0_NUM,""REL_RECLAM"",,,7)","RE0_RECLAM","P","S","REL","7","xFilial(""REL"")+M->RE0_NUM","RE0TpAcaoValid()","S"
"RE0_TPACAO","004","M->RE0_RECNOM := fDesc(""RD0"",M->RE0_RECLAM,""RD0_NOME"")","RE0_RECNOM","P","N","","0","","RE0TpAcaoValid()","S"
"RE0_TPACAO","005","EntGetInfo(""SRA"",""RA_MAT"",fDesc(""REL"",M->RE0_NUM,""REL_RECLAM"",,,7))","RE0_FUNASS","P","S","SRA","1","xFilial(""RD0"")+M->RE0_RECLAM","RE0TpAcaoValid()","S"
"RE0_TPACAO","006","EntGetInfo(""SRA"",""RA_DEMISSA"",fDesc(""REL"",M->RE0_NUM,""REL_RECLAM"",,,7))","RE0_DESLIG","P","S","SRA","1","xFilial(""SRA"")+M->RE0_RECLAM","RE0TpAcaoValid()","S"
"RE0_VARA","001","RE0_VADESC := RE1->RE1_DESCR","RE0_VADESC","P","S","RE1","1","xFilial(""RE1"")+M->RE0_COMAR+M->RE0_VARA","","S"
"RE4_CODADV","001","RD0->RD0_NOME","RE4_ADVNOM","P","S","RD0","1","xFilial(""RD0"")+M->RE4_CODADV","","S"
"RE4_CODADV","002","FDesc(""RE8"",""ADV"",""RE8_SIGLA"")","RE4_SIGLA","P","S","RE8","1","xFilial(""RE8"")+""ADV""","","S"
"RE4_CODADV","003","Re4CodAdvX7Regra()","RE4_DS_REG","P","S","RE8","2","xFilial(""RE8"")+M->RE4_SIGLA","","S"
"RE4_CODADV","004","REU->REU_NUMREG","RE4_OAB","P","S","REU","1","xFilial(""REU"")+M->RE4_CODADV+M->RE4_SIGLA","","S"
"RE4_ESCRIT","001","RE3->RE3_NOME","RE4_ESCNOM","P","S","RE3","1","xFilial(""RE3"")+M->RE4_ESCRIT","","S"
"RE9_TESCOD","001","M->RE9_TESNOM := RD0->RD0_NOME","RE9_TESNOM","P","S","RD0","1","xFilial(""RD0"")+M->RE9_TESCOD","","S"
"REA_ADRDAC","001","RD0->RD0_NOME","REA_ADRDAN","P","S","RD0","1","xFilial(""RD0"")+M->REA_ADRDAC","","S"
"REA_ADRDAC","002","FDesc(""RE8"",""ADV"",""RE8_SIGLA"")","REA_RDASGL","P","S","RE8","1","xFilial(""RE8"")+""ADV""","","S"
"REA_ADRDAC","003","REU->REU_NUMREG","REA_OABRDA","P","S","REU","1","xFilial(""REU"")+M->REA_ADRDAC+M->REA_RDASGL","","S"
"REA_ADRTEC","001","RD0->RD0_NOME","REA_ADRTEN","P","S","RD0","1","xFilial(""RD0"")+M->REA_ADRTEC","","S"
"REA_ADRTEC","002","FDesc(""RE8"",""ADV"",""RE8_SIGLA"")","REA_RTESGL","P","S","RE8","1","xFilial(""RE8"")+""ADV""","","S"
"REA_ADRTEC","003","REU->REU_NUMREG","REA_OABRTE","P","S","REU","1","xFilial(""REU"")+M->REA_ADRTEC+M->REA_RTESGL","","S"
"REA_FASECD","001","RE5->RE5_DESCR","REA_FASEDS","P","S","RE5","1","xFilial(""RE5"")+""REF""+M->REA_FASECD","","S"
"REA_JUIZ_C","001","M->REA_J_NOME := REJ->REJ_NOME","REA_J_NOME","P","S","REJ","1","xFilial(""REJ"")+M->REA_JUIZ_C","","S"
"REA_PRECOD","001","RD0->RD0_NOME","REA_PRENOM","P","S","RD0","1","xFilial(""RD0"")+M->REA_PRECOD","","S"
"REA_PRECOD","002","EntGetInfo(""SRA"",""RA_MAT"",M->REA_PRECOD)","REA_PREMAT","P","S","SRA","1","xFilial(""SRA"")+M->REA_PRECOD","","S"
"REA_TIPO","001","RE5->RE5_DESCR","REA_TPDESC","P","S","RE5","1","xFilial(""RE5"")+""REA""+M->REA_TIPO","","S"
"REC_REGIAO","001","M->REC_DESCR := RER->RER_DESCR","REC_DESCR","P","S","RER","1","xFilial(""RER"")+M->REC_REGIAO","","S"
"REG_CODIGO","001","M->REG_DESCR := SN1->N1_DESCRIC","REG_DESCR","P","S","SN1","1","xFilial(""SN1"")+M->REG_CODIGO+M->REG_ITEM","","S"
"REG_CODIGO","002","M->REG_PATRIM := SN1->N1_CHAPA","REG_PATRIM","P","S","SN1","1","xFilial(""SN1"")+M->REG_CODIGO+M->REG_ITEM","","S"
"REG_CODIGO","003","M->REG_PLACA := SN1->N1_PLACA","REG_PLACA","P","S","SN1","1","xFilial(""SN1"")+M->REG_CODIGO+M->REG_ITEM","","S"
"REG_ITEM","001","M->REG_DESCR := SN1->N1_DESCRIC","REG_DESCR","P","S","SN1","1","xFilial(""SN1"")+M->REG_CODIGO+M->REG_ITEM","","S"
"REG_ITEM","002","M->REG_PATRIM := SN1->N1_CHAPA","REG_PATRIM","P","S","SN1","1","xFilial(""SN1"")+M->REG_CODIGO+M->REG_ITEM","","S"
"REG_ITEM","003","M->REG_PLACA := SN1->N1_PLACA","REG_PLACA","P","S","SN1","1","xFilial(""SN1"")+M->REG_CODIGO+M->REG_ITEM","","S"
"REH_ASSTEC","001","RD0->RD0_NOME","REH_ASSNOM","P","S","RD0","1","xFilial(""RD0"")+M->REH_ASSTEC","","S"
"REH_PERITO","001","RD0->RD0_NOME","REH_PERINO","P","S","RD0","1","xFilial(""RD0"")+M->REH_PERITO","","S"
"REH_PERSGL","001","REU->REU_NUMREG","REH_PERNRE","P","S","REU","1","xFilial(""REU"")+M->REH_PERITO+M->REH_PERSGL","","S"
"REH_RESULT","001","RE5->RE5_DESCR","REH_RESDES","P","S","RE5","1","xFilial(""RE5"")+""RST""+M->REH_RESULT","","S"
"REH_TIPO","001","RE5->RE5_DESCR","REH_TPDESC","P","S","RE5","1","xFilial(""RE5"")+""REH""+M->REH_TIPO","","S"
"REL_CODPLT","001","RelReclamRel()","REL_RECLAM","P","N","","0","","","S"
"REL_CODPLT","002","RelFunAssRel()","REL_FUNASS","P","N","","0","","","S"
"REL_CODPLT","003","RelRecNomRel()","REL_RECNOM","P","N","","0","","","S"
"REL_CODPLT","004","RelDesligRel()","REL_DESLIG","P","N","","0","","","S"
"REL_CODPLT","005","fDesc(""RD0"",M->REL_RECLAM,""RD0_NOME"")","REL_CC","P","N","","0","xFilial(""RD0"")+M->REL_RECLAM","","S"
"REL_CODPLT","006","EntGetInfo(""SRA"",""RA_CC"",M->REL_RECLAM)","REL_CC","P","S","SRA","1","xFilial(""SRA"")+M->REL_RECLAM","","S"
"REL_CODPLT","007","RelFuNomeRel()","REL_FUNOME","P","S","RD0","1","xFilial(""SRA"")+GdFieldGet(""REL_RECLAM"")","","S"
"REL_FUNASS","001","SRA->RA_DEMISSA","REL_DESLIG","P","S","SRA","1","xFilial(""SRA"")+M->REL_FUNASS","","S"
"REL_IDT","001","M->REL_VLRCOR := ((M->REL_VALPLT * M->REL_IDT / 100) + M->REL_VALPLT)","REL_VLRCOR","P","S","REL","1","xFilial(""RE0"")+M->RE0_NUM+REL_CODPLT","","S"
"REL_PARAD1","001","RD0->RD0_NOME","REL_PARNO1","P","S","RD0","1","xFilial(""RD0"")+M->REL_PARAD1","","S"
