"X7_CAMPO","X7_SEQUENC","X7_REGRA","X7_CDOMIN","X7_TIPO","X7_SEEK","X7_ALIAS","X7_ORDEM","X7_CHAVE","X7_CONDIC","X7_PROPRI"
"A1_CDRDES","001","DUY->DUY_DESCRI","A1_REGDES","P","S","DUY","1","xFilial()+M->A1_CDRDES","!Empty(M->A1_CDRDES)","S"
"A1_CGC","001","N12->N12_NOME","A1_NOME","P","S","N12","1","XFILIAL(""N12"")+M->A1_CGC","GETNEWPAR(""MV_SIGAGSP"",""0"")==""1""","S"
"A1_CGC","002","N12->N12_END","A1_END","P","N","","0","","GETNEWPAR(""MV_SIGAGSP"",""0"")==""1""","S"
"A1_CGC","003","N12->N12_BAIRRO","A1_BAIRRO","P","N","","0","","GETNEWPAR(""MV_SIGAGSP"",""0"") == ""1""","S"
"A1_CGC","004","N12->N12_CEP","A1_CEP","P","N","","0","","GETNEWPAR(""MV_SIGAGSP"",""0"") == ""1""","S"
"A1_CGC","005","N12->N12_EST","A1_EST","P","N","","0","","GETNEWPAR(""MV_SIGAGSP"",""0"") == ""1""","S"
"A1_CGC","006","N12->N12_MUN","A1_MUN","P","N","","0","","GETNEWPAR(""MV_SIGAGSP"",""0"") == ""1""","S"
"A1_CGC","007","N12->N12_RG","A1_RG","P","N","","0","","GETNEWPAR(""MV_SIGAGSP"",""0"") == ""1""","S"
"A1_CGC","008","N12->N12_DTNASC","A1_DTNASC","P","N","","0","","GETNEWPAR(""MV_SIGAGSP"",""0"") == ""1""","S"
"A1_CGC","009","N12->N12_EMAIL","A1_EMAIL","P","N","","0","","GETNEWPAR(""MV_SIGAGSP"",""0"") == ""1""","S"
"A1_CGC","010","N12->N12_HPAGE","A1_HPAGE","P","N","","0","","GETNEWPAR(""MV_SIGAGSP"",""0"") == ""1""","S"
"A1_CONDPAG","001","M->A1_DESCPAG:=SY6->(MSMM(SY6->Y6_DESC_P,50,,,3))","A1_DESCPAG","P","S","SY6","1","XFILIAL(""SY6"")+M->A1_CONDPAG+STR(M->A1_DIASPAG,AVSX3(""A1_DIASPAG"",3))","!EMPTY(M->A1_CONDPAG)","S"
"A1_DIASPAG","001","M->A1_DESCPAG:=SY6->(MSMM(SY6->Y6_DESC_P,50,,,3))","A1_DESCPAG","P","S","SY6","1","XFILIAL(""SY6"")+M->A1_CONDPAG+STR(M->A1_DIASPAG,AVSX3(""A1_DIASPAG"",3))","!EMPTY(M->A1_DIASPAG)","S"
"A1_PAIS","001","M->A1_PAISDES:=SYA->YA_DESCR","A1_PAISDES","P","S","SYA","1","xFilial(""SYA"")+M->A1_PAIS","!EMPTY(M->A1_PAIS)","S"
"A1_SATIV1","001","X5DESCRI()","A1_DSATIV1","P","S","SX5","1","xFilial(""SX5"")+ ""T3"" + M->A1_SATIV1","","S"
"A1_SATIV2","001","X5DESCRI()","A1_DSATIV2","P","S","SX5","1","xFilial(""SX5"") + ""T3"" + M->A1_SATIV2","","S"
"A1_SATIV3","001","X5DESCRI()","A1_DSATIV3","P","S","SX5","1","xFilial(""SX5"") + ""T3"" + M->A1_SATIV3","","S"
"A1_SATIV4","001","X5DESCRI()","A1_DSATIV4","P","S","SX5","1","xFilial(""SX5"") + ""T3"" + M->A1_SATIV4","","S"
"A1_SATIV5","001","X5DESCRI()","A1_DSATIV5","P","S","SX5","1","xFilial(""SX5"") + ""T3"" + M->A1_SATIV5","","S"
"A1_SATIV6","001","X5DESCRI()","A1_DSATIV6","P","S","SX5","1","xFilial(""SX5"") + ""T3"" + M->A1_SATIV6","","S"
"A1_SATIV7","001","X5DESCRI()","A1_DSATIV7","P","S","SX5","1","xFilial(""SX5"") + ""T3"" + M->A1_SATIV7","","S"
"A1_SATIV8","001","X5DESCRI()","A1_DSATIV8","P","S","SX5","1","xFilial(""SX5"") + ""T3"" + M->A1_SATIV8","","S"
"A1_SUBCOD","001","GSPFNVCOD1(""SA1"",""A1_COD"",1,M->A1_SUBCOD)","A1_COD","P","N","","0","","INCLUI","S"
"A2_BANCO","001","BCOAGE(M->A2_BANCO)","A2_AGENCIA","P","N","","0","","","S"
"A2_BANCO","002","SA6->A6_NUMCON","A2_NUMCON","P","N","","0","","","S"
"A2_CGC","001","N12->N12_NOME","A2_NOME","P","S","N12","1","XFILIAL(""N12"")+M->A2_CFG","GETNEWPAR(""MV_SIGAGSP"",""0"") == ""1""","S"
"A2_CGC","002","N12->N12_END","A2_END","P","N","","0","","GETNEWPAR(""MV_SIGAGSP"",""0"") == ""1""","S"
"A2_CGC","003","N12->N12_BAIRRO","A2_BAIRRO","P","N","","0","","GETNEWPAR(""MV_SIGAGSP"",""0"") == ""1""","S"
"A2_CGC","004","N12->N12_CEP","A2_CEP","P","N","","0","","GETNEWPAR(""MV_SIGAGSP"",""0"") == ""1""","S"
"A2_CGC","005","N12->N12_EST","A2_EST","P","N","","0","","GETNEWPAR(""MV_SIGAGSP"",""0"") == ""1""","S"
"A2_CGC","006","N12->N12_MUN","A2_MUN","P","N","","0","","GETNEWPAR(""MV_SIGAGSP"",""0"") == ""1""","S"
"A2_CGC","007","N12->N12_EMAIL","A2_EMAIL","P","N","","0","","GETNEWPAR(""MV_SIGAGSP"",""0"") == ""1""","S"
"A2_CGC","008","N12->N12_HPAGE","A2_HPAGE","P","N","","0","","GETNEWPAR(""MV_SIGAGSP"",""0"") == ""1""","S"
"A2_CODFAV","001","Posicione( ""SA2"", 1, xFilial(""SA2"") + M->A2_CODFAV + M->A2_LOJFAV, ""A2_NOME"" )","A2_NOMFAV","P","","","0","","","S"
"A2_DTAVA","001","A2_DTAVA + 365","A2_DTVAL","P","N","","0","","QE100GaDA()","S"
"A2_EMAIL","001","LOWER(M->A2_EMAIL)","A2_EMAIL","P","N","","0","","","S"
"A2_ID_FBFN","001","X5DESCRI()","A2_ID_FBFN","P","S","SX5","1","xFilial(""SX5"")+""48""+M->A2_ID_FBFN","","S"
"A2_LOJFAV","001","Posicione( ""SA2"", 1, xFilial(""SA2"") + M->A2_CODFAV + M->A2_LOJFAV, ""A2_NOME"" )","A2_NOMFAV","P","","","0","","","S"
"A2_PAIS","001","M->A2_PAISDES:=SYA->YA_DESCR","A2_PAISDES","P","S","SYA","1","xFilial(""SYA"")+M->A2_PAIS","!EMPTY(M->A2_PAIS)","S"
"A2_REPR_BA","001","IF(EMPTY(ALLTRIM(M->A2_REPR_BA)),"""",SA6->A6_AGENCIA)","A2_REPR_AG","P","N","","0","","","S"
"A2_REPR_EM","001","LOWER(M->A2_REPR_EM)","A2_REPR_EM","P","N","","0","","","S"
"A2_SUBCOD","001","GSPFNVCOD1(""SA2,""A2_COD"",1,M->A2_SUBCOD)","A2_COD","P","","","0","","INCLUI","S"
"A2_TIPAWB","001","X5Descri()","A2_DTPAWB","P","S","SX5","1","xFilial(""SX5"")+""MF""+M->A2_TIPAWB","","S"
"A3_FORNECE","001","Space(Len(SA3->A3_LOJA))","A3_LOJA","P","","","0","","Empty(M->A3_FORNECE)","S"
"A3_LOJA","001","""""","A3_FORNECE","P","","","0","","Empty( M->A3_LOJA )","S"
"A5_CODTAB","001","AIA->AIA_DESCRI","A5_DSCTAB","P","S","AIA","1","xFilial(""AIA"")+M->A5_FORNECE+M->A5_LOJA+M->A5_CODTAB","","S"
"A5_DTRIAI","001","A5_DTRIAI + 365","A5_VALRIAI","P","N","","0","","EMPTY(A5_VALRIAI).AND.!EMPTY(A5_DTRIAI)","S"
"A5_FABR","001","SA2->A2_NREDUZ","A5_FABRRED","P","S","SA2","1","xFilial(""SA2"")+M->A5_FABR","","S"
"A5_FABR","002","SA2->A2_LOJA","A5_FALOJA","P","S","SA2","1","xFilial(""SA2"")+M->A5_FABR","nModulo=17.or.nModulo=30.or.nModulo=31","S"
"A5_FORNECE","001","SA2->A2_LOJA","A5_LOJA","P","S","SA2","1","xFilial(""SA2"")+M->A5_FORNECE+IIF(SA2->A2_COD==M->A5_FORNECE,SA2->A2_LOJA,"""")","nModulo<>21","S"
"A5_FORNECE","002","SA2->A2_NOME","A5_NOMEFOR","P","S","SA2","1","Iif(Empty(M->A5_LOJA),xFilial(""SA2"")+M->A5_FORNECE,xFilial(""SA5"")+M->A5_FORNECE+M->A5_LOJA)","","S"
"A5_FORNECE","003","AIA->AIA_DESCRI","A5_DSCTAB","P","S","AIA","1","xFilial(""AIA"")+M->A5_FORNECE+M->A5_LOJA+M->A5_CODTAB","","S"
"A5_FORNECE","004","SA2->A2_NREDUZ","A5_NOMERED","P","S","SA2","1","xFilial(""SA2"")+M->A5_FORNECE","nModulo<>21","S"
"A5_FORNECE","005","AIA->AIA_DESCRI","A5_DSCTAB","P","S","AIA","1","xFilial(""AIA"")+M->A5_FORNECE+M->A5_LOJA+M->A5_CODTAB","","S"
"A5_LOJA","001","SA2->A2_NOME","A5_NOMEFOR","P","S","SA2","1","xFilial(""SA2"")+M->A5_FORNECE+M->A5_LOJA","","S"
"A5_PRODUTO","001","SB1->B1_DESC","A5_NOMPROD","P","S","SB1","1","xFilial(""SB1"")+M->A5_PRODUTO","","S"
"A6_BLOCKED","001","CTOD(""//"")","A6_DTBLOQ","P","N","","0","","M->A6_BLOCKED == ""2""","S"
"A6_CODCLI","001","SA1->A1_LOJA","A6_LOJCLI","P","N","","0","","!EMPTY(M->A6_CODCLI)","S"
"A6_CODFOR","001","SA2->A2_LOJA","A6_LOJFOR","P","N","","0","","!EMPTY(M->A6_CODFOR)","S"
"A6_COD_P","001","SYA->YA_DESCR","A6_DESCPAI","P","S","SYA","1","xFilial(""SYA"")+M->A6_COD_P","","S"
"AA1_CODFOR","001","SA2->A2_LOJA","AA1_LOJFOR","P","S","SA2","1","xFilial(""SA2"")+M->AA1_CODFOR+IIF(SA2->A2_COD==M->AA1_CODFOR,SA2->A2_LOJA,"""")","","S"
"AA1_CODFOR","002","SA2->A2_NOME","AA1_NOMFOR","P","S","SA2","1","Iif(Empty(M->AA1_LOJFOR),xFilial(""SA2"")+M->AA1_CODFOR,xFilial(""AA1"")+M->AA1_CODFOR+M->AA1_LOJFOR)","","S"
"AA1_LOJFOR","001","SA2->A2_NOME","AA1_NOMFOR","P","S","SA2","1","xFilial(""SA2"")+M->AA1_CODFOR+M->AA1_LOJFOR","","S"
"AA1_RATE","001","( AA1_VALOR * AA1_RATE ) / 100","AA1_CUSTO","P","N","","0","","","S"
"AA1_VALOR","001","( AA1_RATE * AA1_VALOR ) / 100","AA1_CUSTO","P","N","","0","","!EMPTY( AA1_RATE )","S"
"AA2_HABIL","001","Tabela(""A4"",M->AA2_HABIL)","AA2_DESCRI","P","N","","0","","","S"
"AA3_CBASE","001","SN1->N1_ITEM","AA3_ITEM","P","S","SN1","1","xFilial(""SN1"")+M->AA3_CBASE","SN1->N1_CBASE!=M->AA3_CBASE","S"
"AA3_CBASE","002","SN1->N1_ITEM","AA3_ITEM","P","N","","0","","SN1->N1_CBASE==M->AA3_CBASE","S"
"AA3_CBASE","003","SN1->N1_CHAPA","AA3_CHAPA","P","N","SN1","1","xFilial(""SN1"")+M->AA3_CBASE+M->AA3_ITEM","","S"
"AA3_CODGRP","001","Posicione(""AAA"",1,xFilial(""AAA"")+M->AA3_CODGRP,""AAA_DESCRI"" )","AA3_GRPDES","P","","","0","","","S"
"AA3_CODPRO","001","At040DtGar()","AA3_DTGAR","P","N","","0","","Empty(M->AA3_DTGAR)","S"
"AA3_DTVEND","001","M->AA3_DTVEND","AA3_DTINST","P","N","","0","","","S"
"AA3_ITEM","001","SN1->N1_CHAPA","AA3_CHAPA","P","S","SN1","1","xFilial(""SN1"")+M->AA3_CBASE+M->AA3_ITEM","","S"
"AA3_STATUS","001","SX5->X5_DESCRI","AA3_DESSTA","P","S","SX5","1","xFilial(""SX5"")+ ""A5"" + M->AA3_STATUS","","S"
"AA5_PRCCLI","001","100-M->AA5_PRCCLI","AA5_PRCFAB","P","N","","0","","M->AA5_PRCFAB>0","S"
"AA5_PRCFAB","001","100-M->AA5_PRCFAB","AA5_PRCCLI","P","N","","0","","M->AA5_PRCCLI>0","S"
"AA6_PRODUT","001","SB1->B1_DESC","AA6_DESPRO","P","S","SB1","1","xFilial(""SB1"")+M->AA6_PRODUT","","S"
"AA7_CODPRB","001","AAG->AAG_DESCRI","AA7_DESCRI","P","S","AAG","1","xFilial(""AAG"")+M->AA7_CODPRB","","S"
"AA7_CODPRO","001","SB1->B1_DESC","AA7_DESPRO","P","S","SB1","1","xFilial(""SB1"")+M->AA7_CODPRO","","S"
"AA7_GRPATE","001","AAP->AAP_DESCRI","AA7_DESGRP","P","S","AAP","1","xFilial(""AAP"")+M->AA7_GRPATE","","S"
"AAA_CODSER","001","Posicione(""AA5"",1,xFilial(""AA5"")+M->AAA_CODSER,""AA5_DESCRI"")","AAA_DESCOD","P","","","0","","","S"
"AAB_CODSER","001","Posicione(""AA5"",1,xFilial(""AA5"")+M->AAB_CODSER,""AA5_DESCRI"")","AAB_DESCRI","P","","","0","","","S"
"AAC_HABIL","001","Left( Posicione(""SX5"",1, xFilial(""SX5"")+""A4""+M->AAC_HABIL,""X5_DESCRI"" ),40)","AAC_DESCRI","P","","","0","","","S"
"AAG_COR","001","AtCorIni( M->AAG_COR, ""AAG_CORDES"" )","AAG_CORDES","P","","","0","","","S"
"AAH_CODGRP","001","Posicione(""AAA"",1,xFilial(""AAA"")+M->AAH_CODGRP,""AAA_DESCRI"" )","AAH_GRPDES","P","","","0","","","S"
"AAH_GRPATE","001","Posicione(""AAP"",1,xFilial(""AAP"")+M->AAH_GRPATE,""AAP_DESCRI"" )","AAH_GATDES","P","","","0","","","S"
"AAI_CODPRB","001","AAG->AAG_DESCRI","AAI_DESPRB","P","S","AAG","1","xFilial(""AAG"")+M->AAI_CODPRB","","S"
"AAM_CLASSI","001","Tabela( ""A7"", M->AAM_CLASSI, .F. )","AAM_DESCLA","P","","","0","","","S"
"AAM_CODCLI","001","Posicione( ""SA1"", 1, xFilial(""SA1"")+M->AAM_CODCLI+M->AAM_LOJA,""A1_NOME"")","AAM_NOMCLI","P","","","0","","","S"
"AAM_LOJA","001","Posicione( ""SA1"", 1, xFilial(""SA1"")+M->AAM_CODCLI+M->AAM_LOJA,""A1_NOME"")","AAM_NOMCLI","P","","","0","","","S"
"AAM_TPCONT","001","IIF(M->AAM_TPCONT==""1"",CTOD(""""),M->AAM_FIMVIG)","AAM_FIMVIG","P","","","0","","","S"
"AAN_CODPRO","001","Posicione( ""SB1"", 1, xFilial( ""SB1"" ) + M->AAN_CODPRO, ""B1_DESC"" )","AAN_DESCRI","P","","","0","","","S"
"AAO_ATIVID","001","Tabela(""L3"",M->AAO_ATIVID,.F.)","AAO_DESATI","P","N","","0","","","S"
"AAO_CODPRO","001","SB1->B1_DESC","AAO_DESPRO","P","S","SB1","1","xFilial(""SB1"")+M->AAO_CODPRO","","S"
"AAO_REFCOB","001","Tabela(""L8"",M->AAO_REFCOB,.F.)","AAO_DESREF","P","N","","0","","","S"
"AAO_SERVIC","001","Tabela(""L4"",M->AAO_SERVIC,.F.)","AAO_DESSER","P","N","","0","","","S"
"AAO_SERVIC","002","DC5->DC5_TIPO","AAO_TPSERV","P","S","DC5","1","xFilial(""DC5"")+M->AAO_SERVIC","","S"
"AAO_TAREFA","001","Tabela(""L2"",M->AAO_TAREFA,.F.)","AAO_DESTAR","P","N","","0","","","S"
"AB2_CODPRB","001","AAG->AAG_DESCRI","AB2_DESCRI","P","S","AAG","1","xFilial(""AAG"")+M->AB2_CODPRB","","S"
"AB3_CODCLI","001","SA1->A1_COND","AB3_CONPAG","P","S","SA1","1","xFilial(""SA1"")+M->AB3_CODCLI+M->AB3_LOJA","","S"
"AB3_CODCLI","002","SA1->A1_DESC","AB3_DESC1","P","S","SA1","1","xFilial(""SA1"")+M->AB3_CODCLI+M->AB3_LOJA","","S"
"AB3_LOJA","001","SA1->A1_COND","AB3_CONPAG","P","S","SA1","1","xFilial(""SA1"")+M->AB3_CODCLI+M->AB3_LOJA","","S"
"AB3_LOJA","002","SA1->A1_DESC","AB3_DESC1","P","S","SA1","1","xFilial(""SA1"")+M->AB3_CODCLI+M->AB3_LOJA","","S"
"AB5_CODPRO","001","SB1->B1_DESC","AB5_DESPRO","P","S","SB1","1","xFilial(""SB1"")+M->AB5_CODPRO","","S"
"AB5_CODPRO","002","AT400Tab(M->AB5_CODPRO,M->AB3_TABELA,M->AB5_QUANT,M->AB3_CODCLI,M->AB3_LOJA,M->AB3_MOEDA)","AB5_PRCLIS","P","N","","0","","","S"
"AB5_CODPRO","003","At400Desc()","AB5_VUNIT","P","N","","0","","","S"
"AB5_CODPRO","004","M->AB5_QUANT*M->AB5_VUNIT","AB5_TOTAL","P","N","","0","","","S"
"AB5_PRCLIS","001","AT400DESC()","AB5_VUNIT","P","N","","0","","","S"
"AB5_PRCLIS","002","M->AB5_QUANT*M->AB5_VUNIT","AB5_TOTAL","P","N","","0","","","S"
"AB5_QUANT","001","AT400Tab(M->AB5_CODPRO,M->AB3_TABELA,M->AB5_QUANT,M->AB3_CODCLI,M->AB3_LOJA,M->AB3_MOEDA)","AB5_VUNIT","P","N","","0","","","S"
"AB5_QUANT","002","M->AB5_VUNIT","AB5_PRCLIS","P","N","","0","","","S"
"AB5_QUANT","003","M->AB5_QUANT * M->AB5_VUNIT","AB5_TOTAL","P","N","","0","","","S"
"AB5_VUNIT","001","M->AB5_QUANT*M->AB5_VUNIT","AB5_TOTAL","P","N","","0","","","S"
"AB6_CODCLI","001","SA1->A1_COND","AB6_CONPAG","P","S","SA1","1","xFilial(""SA1"")+M->AB6_CODCLI+M->AB6_LOJA","","S"
"AB6_CODCLI","002","SA1->A1_DESC","AB6_DESC1","P","S","SA1","1","xFilial(""SA1"")+M->AB6_CODCLI+M->AB6_LOJA","","S"
"AB6_LOJA","001","SA1->A1_COND","AB6_CONPAG","P","S","SA1","1","xFilial(""SA1"")+M->AB6_CODCLI+M->AB6_LOJA","","S"
"AB6_LOJA","002","SA1->A1_DESC","AB6_DESC1","P","S","SA1","1","xFilial(""SA1"")+M->AB6_CODCLI+M->AB6_LOJA","","S"
"AB8_CODPRO","001","SB1->B1_DESC","AB8_DESPRO","P","S","SB1","1","xFilial(""SB1"")+M->AB8_CODPRO","","S"
"AB8_CODPRO","002","AT450Tab(M->AB8_CODPRO,M->AB6_TABELA,M->AB8_QUANT,M->AB6_CODCLI,M->AB6_LOJA,M->AB6_MOEDA)","AB8_PRCLIS","P","N","","0","","","S"
"AB8_CODPRO","003","At450Desc()","AB8_VUNIT","P","N","","0","","","S"
"AB8_CODPRO","004","M->AB8_QUANT*M->AB8_VUNIT","AB8_TOTAL","P","N","","0","","","S"
"AB8_CODPRO","005","SB1->B1_LOCPAD","AB8_LOCAL","P","S","SB1","1","xFilial(""SB1"")+M->AB8_CODPRO","","S"
"AB8_CODPRO","006","AtProdServ()","AB8_CODSER","P","N","","0","","","S"
"AB8_PRCLIS","001","AT450DESC()","AB8_VUNIT","P","N","","0","","","S"
"AB8_PRCLIS","002","M->AB8_VUNIT*M->AB8_QUANT","AB8_TOTAL","P","N","","0","","","S"
"AB8_QUANT","001","AT450Tab(M->AB8_CODPRO,M->AB6_TABELA,M->AB8_QUANT,M->AB6_CODCLI,M->AB6_LOJA,M->AB6_MOEDA)","AB8_VUNIT","P","N","","0","","","S"
"AB8_QUANT","002","M->AB8_VUNIT","AB8_PRCLIS","P","N","","0","","","S"
"AB8_QUANT","003","M->AB8_QUANT * M->AB8_VUNIT","AB8_TOTAL","P","N","","0","","","S"
"AB8_VUNIT","001","M->AB8_QUANT*M->AB8_VUNIT","AB8_TOTAL","P","N","","0","","","S"
"AB9_DTCHEG","001","M->AB9_DTCHEG","AB9_DTINI","P","N","","0","","EMPTY(M->AB9_DTINI)","S"
"AB9_DTFIM","001","IntToHora(SubtHoras(M->AB9_DTINI,M->AB9_HRINI,M->AB9_DTFIM,M->AB9_HRFIM)+HoraToInt(M->AB9_TRASLA))","AB9_TOTFAT","P","","","0","","","S"
"AB9_DTINI","001","IntToHora(SubtHoras(M->AB9_DTINI,M->AB9_HRINI,M->AB9_DTFIM,M->AB9_HRFIM)+HoraToInt(M->AB9_TRASLA))","AB9_TOTFAT","P","","","0","","","S"
"AB9_DTSAID","001","M->AB9_DTSAID","AB9_DTFIM","P","N","","0","","EMPTY(M->AB9_DTFIM)","S"
"AB9_HRCHEG","001","M->AB9_HRCHEG","AB9_HRINI","P","N","","0","","EMPTY(M->AB9_HRINI)","S"
"AB9_HRCHEG","002","IntToHora(SubtHoras(M->AB9_DTINI,M->AB9_HRINI,M->AB9_DTFIM,M->AB9_HRFIM)+HoraToInt(M->AB9_TRASLA))","AB9_TOTFAT","P","","","0","","","S"
"AB9_HRFIM","001","IntToHora(SubtHoras(M->AB9_DTINI,M->AB9_HRINI,M->AB9_DTFIM,M->AB9_HRFIM)+HoraToInt(M->AB9_TRASLA))","AB9_TOTFAT","P","","","0","","","S"
"AB9_HRINI","001","IntToHora(SubtHoras(M->AB9_DTINI,M->AB9_HRINI,M->AB9_DTFIM,M->AB9_HRFIM)+HoraToInt(M->AB9_TRASLA))","AB9_TOTFAT","P","","","0","","","S"
"AB9_HRSAID","001","M->AB9_HRSAID","AB9_HRFIM","P","N","","0","","EMPTY(M->AB9_HRFIM)","S"
"AB9_HRSAID","002","IntToHora(SubtHoras(M->AB9_DTINI,M->AB9_HRINI,M->AB9_DTFIM,M->AB9_HRFIM)+HoraToInt(M->AB9_TRASLA))","AB9_TOTFAT","P","","","0","","","S"
"AB9_NUMOS","001","AB7->AB7_CODPRB","AB9_CODPRB","P","S","AB7","1","xFilial(""AB7"")+M->AB9_NUMOS","","S"
"AB9_NUMOS","002","If(AtIsGar(AA3->AA3_CODFAB,AA3->AA3_LOJAFA,AA3->AA3_CODPRO,AA3->AA3_NUMSER),""S"",""N"")","AB9_GARANT","P","S","AB7","1","xFilial(""AB7"")+M->AB9_NUMOS","","S"
"AB9_NUMOS","003","If(AtIsObSol(AB7->AB7_CODFAB,AB7->AB7_LOJAFA,AB7->AB7_CODPRO,AB7->AB7_NUMSER),""S"",""N"")","AB9_OBSOL","P","S","AB7","1","xFilial(""AB7"")+M->AB9_NUMOS","","S"
"AB9_TAREFA","001","Posicione(""ABJ"",1,xFilial(""ABJ"")+M->AB9_TAREFA, ""ABJ_DESCRI"")","AB9_TFDESC","P","N","","0","","","S"
"AB9_TRASLA","001","IntToHora(SubtHoras(M->AB9_DTINI,M->AB9_HRINI,M->AB9_DTFIM,M->AB9_HRFIM)+HoraToInt(M->AB9_TRASLA))","AB9_TOTFAT","P","","","0","","","S"
"ABA_CODPRO","001","SB1->B1_DESC","ABA_DESCRI","P","S","SB1","1","xFilial(""SB1"")+M->ABA_CODPRO","","S"
"ABA_CODPRO","002","SB1->B1_LOCPAD","ABA_LOCAL","P","","","0","","","S"
"ABA_CODPRO","003","AtProdServ()","ABA_CODSER","P","","","0","","","S"
"ABB_DTFIM","001","AtTotHora(M->ABB_DTINI,M->ABB_HRINI,M->ABB_DTFIM,M->ABB_HRFIM)","ABB_HRTOT","P","N","","0","","","S"
"ABB_DTINI","001","AtTotHora(M->ABB_DTINI,M->ABB_HRINI,M->ABB_DTFIM,M->ABB_HRFIM)","ABB_HRTOT","P","N","","0","","","S"
"ABB_HRFIM","001","AtTotHora(M->ABB_DTINI,M->ABB_HRINI,M->ABB_DTFIM,M->ABB_HRFIM)","ABB_HRTOT","P","N","","0","","","S"
"ABB_HRINI","001","AtTotHora(M->ABB_DTINI,M->ABB_HRINI,M->ABB_DTFIM,M->ABB_HRFIM)","ABB_HRTOT","P","N","","0","","","S"
"ABC_CODPRO","001","SB1->B1_DESC","ABC_DESCRI","P","S","SB1","1","xFilial(""SB1"")+M->ABC_CODPRO","","S"
"ABC_CODPRO","002","At460Tab(M->ABC_CODPRO,M->ABC_QUANT)","ABC_VLUNIT","P","","","0","","","S"
"ABC_CODPRO","003","AtProdServ()","ABC_CODSER","P","","","0","","","S"
"ABC_QUANT","001","At460Tab(M->ABC_CODPRO,M->ABC_QUANT)","ABC_VLUNIT","P","","","0","","","S"
"ABC_QUANT","002","M->ABC_QUANT * M->ABC_VLUNIT","ABC_VALOR","P","","","0","","","S"
"ABC_VLUNIT","001","M->ABC_QUANT*M->ABC_VLUNIT","ABC_VALOR","P","","","0","","","S"
"ABG_CODPRO","001","SB1->B1_DESC","ABG_DESCRI","P","S","SB1","1","xFilial(""SB1"")+M->ABG_CODPRO","","S"
"ABG_CODPRO","002","SB1->B1_UM","ABG_UM","P","N","","0","","","S"
"ABG_CODPRO","003","SB1->B1_SEGUM","ABG_SEGUM","P","N","","0","","","S"
"ABG_CODPRO","004","AtProdServ()","ABG_CODSER","P","N","","0","","","S"
"ABH_CODPRO","001","Posicione( ""SB1"", 1, xFilial(""SB1"") + M->ABH_CODPRO, ""B1_DESC"" )","ABH_DESPRO","P","N","","0","","","S"
"ABJ_TPREVI","001","M->ABJ_TPREVI","ABJ_TORCAD","P","N","","0","","Empty( GDFieldGet( ""ABJ_TORCAD"") )","S"
"ABK_CODPRB","001","AAG->AAG_DESCRI","ABK_DESCRI","P","S","AAG","1","xFilial(""AAG"")+M->ABK_CODPRB","","S"
"ABM_HABIL","001","Left( Posicione(""SX5"",1, xFilial(""SX5"")+""A4""+M->ABM_HABIL,""X5_DESCRI"" ),40)","ABM_DESCRI","P","","","0","","","S"
"AC7_CODCAM","001","SUO->UO_DESC","AC7_TITCAM","P","S","SUZ","1","xFilial(""SUZ"")+M->AC7_CODCAM","","S"
"AC8_CODCON","001","Posicione(""SU5"",1,xFilial(""SU5"")+M->AC8_CODCON,""U5_CONTAT"" )","AC8_CONTAT","P","","","0","","","S"
"AC9_OBJETO","001","Posicione(""ACB"",2,xFilial(""ACB"")+M->AC9_OBJETO,""ACB_DESCRI"" )","AC9_DESCRI","P","","","0","","","S"
"AC9_OBJETO","002","""2""","AC9_PRVIEW","P","","","0","","","S"
"ACF_CLIENT","001","TkDCliente(M->ACF_CLIENT,M->ACF_LOJA)","ACF_DESC","P","N","","0","","","S"
"ACF_CODCON","001","Posicione(""SU5"",1,xFilial(""SU5"") + M->ACF_CODCON,""U5_CONTAT"")","ACF_DESCNT","P","N","","0","","","S"
"ACF_LOJA","001","TkDCliente(M->ACF_CLIENT,M->ACF_LOJA)","ACF_DESC","P","N","","0","","","S"
"ACF_MOTIVO","001","Posicione(""SU9"",2,xFilial(""SU9"") + M->ACF_MOTIVO,""U9_DESC"")","ACF_DESCMO","P","N","","0","","","S"
"ACF_OPERAD","001","Posicione(""SU7"",1,xFilial(""SU7"") + M->ACF_OPERAD,""U7_NOME"")","ACF_DESCOP","P","N","","0","","","S"
"ACG_DTVENC","001","DATAVALIDA(ACG_DTVENC)","ACG_DTREAL","P","N","","0","","","S"
"ACG_NATURE","001","Posicione(""SED"",1,xFilial(""SED"") + M->ACG_NATURE,""ED_DESCRIC"")","ACG_DESCNT","P","N","","0","","","S"
"ACG_TITULO","001","SE1->E1_PREFIXO","ACG_PREFIX","P","N","","0","","","S"
"ACG_TITULO","002","SE1->E1_PARCELA","ACG_PARCEL","P","N","","0","","","S"
"ACG_TITULO","003","SE1->E1_TIPO","ACG_TIPO","P","N","","0","","","S"
"ACG_TITULO","004","Posicione(""SX5"",1,xFilial(""SX5"") + ""05"" + M->ACG_TIPO,""X5_DESCRI"")","ACG_DESCTP","P","N","","0","","","S"
"ACG_TITULO","005","SE1->E1_NATUREZ","ACG_NATURE","P","N","","0","","","S"
"ACG_TITULO","006","Posicione(""SED"",1,xFilial(""SED"") + M->ACG_NATURE,""ED_DESCRIC"")","ACG_DESCNT","P","N","","0","","","S"
"ACG_TITULO","007","SE1->E1_VENCTO","ACG_DTVENC","P","N","","0","","","S"
